cin,company_name,status,authorized_capital,paidup_capital,class
U93000DL1997PTC085701,ALOK RICE MILLS PRIVATE LIMITED,Strike Off,500000,2000,Private
U51909DL2009PTC194876,ANANDA MERCANTILE (INDIA) PRIVATE LIMITED,Strike Off,500000,100000,Private
U26930MH1988PTC047497,PANORAMA HOUSING COMPONENT MANUFACTURERS PRIVATE LIMITED,Strike Off,100000.00,0.00,Private
U74999TZ2017PTC028584,JCUBE KPO SERVICES PRIVATE LIMITED,Active,5000000.00,4856410.00,Private
U70200KA2002PTC030368,METRO ASSET SERVICES PRIVATE LIMITED,Active,1000000.00,200000.00,Private
U47721GJ2025PTC157729,GANESH AYUR PHARMA PRIVATE LIMITED,Active,100000.00,100000.00,Private
U51909MH1987PTC043309,KAWATESA HARBUCONS PVT LTD,Strike Off,500000.00,20000.00,Private
U17100DL2006PTC157131,FMG DESIGNS PRIVATE LIMITED,Active,5000000,3300000,Private
U51909TZ2019PTC031624,ZAYIN SALES AND DISTRIBUTION PRIVATE LIMITED,Active,1000000.00,100000.00,Private
U65999TZ2020PLN034215,ARORAZ MUTUAL BENEFIT NIDHI LIMITED,Active,1000000.00,500000.00,Public
U85300PN2024NPL234259,TRUEQUEST LEARNING FOUNDATION,Active,1000000.00,1000000.00,Private
U51900DL2011PTC217864,KMK EXIM PRIVATE LIMITED,Strike Off,500000,500000,Private
U21093MH1997PTC110400,ADVANCED STATIONARY MANUFACTURERS PRIVATE LIMITED,Strike Off,100000.00,0.00,Private
U63000DL2018PTC331943,AD TRIPCOUCH PRIVATE LIMITED,Active,100000,100000,Private
U65993TN1995PTC032335,ABAY FINSTOKK PRIVATE LIMITED,Strike Off,10000000.00,0.00,Private
U62099KA2023PTC181401,ARAM EXCEL SOLUTIONS PRIVATE LIMITED,Active,1000000.00,100000.00,Private
U72900KA2022PTC163953,KUVAMEDIA PRIVATE LIMITED,Active,100000.00,10000.00,Private
U74994DL2014PTC272125,GIH CERTIFICATIONS PRIVATE LIMITED,Strike Off,1500000,1000000,Private
U62099MH2023PTC412163,GURUTA SOLUTIONS PRIVATE LIMITED,Active,1500000.00,50000.00,Private
U24230MH1985PTC038235,ARMOR BABY CARE (INDIA) PVT LTD,Strike Off,500000.00,0.00,Private
U63030MH2019PTC333078,QUESTRA SERVICES PRIVATE LIMITED,Active,1000000.00,100000.00,Private
U74140DL2004PTC130636,FINOBLE ADVISORS PRIVATE LIMITED,Strike Off,67500000,54158250,Private
U51909MH1984PTC034024,V S GHATGE SALES AND SERVICES PVT LTD,Strike Off,100000.00,2000.00,Private
U23200MH1994PLC080850,URSHESHU PETROLEUM LIMITED,Active,2500000.00,7000.00,Public
U45400MH2011PTC217020,JIJAU INFRASTRUCTURE PRIVATE LIMITED,Active,100000.00,100000.00,Private
U28991MH1997PLC110734,SELWEL FASTENERS LIMITED,Strike Off,20000000.00,20000000.00,Public
U01110MH2021PTC434676,VMUA LIVESTOCK FARMER PRODUCER COMPANY LIMITED,Active,2000000.00,1900000.00,Private
U18202TZ2022PTC040341,THIRUMAAL KNIT PROCESSORS PRIVATE LIMITED,Active,60000000.00,60000000.00,Private
U01100PN2020PTC197354,SHIVGREEN AGRO PRODUCER COMPANY LIMITED,Active,500000.00,500000.00,Private
U72900KA2021PTC155608,OPTEEMA NETWORKS INDIA PRIVATE LIMITED,Strike Off,1000000.00,100000.00,Private
U74900TZ2020PTC034085,THALAM MEDIA PRIVATE LIMITED,Active,1500000.00,100000.00,Private
U18209TN1987PTC014025,GREAT SHOE UPPERS PRIVATE LIMITED,Strike Off,1000000.00,100000.00,Private
U25200PN1989PTC214786,KONVERTOR PACKAGING SOLUTIONS PRIVATE LIMITED,Active,7500000.00,6410400.00,Private
U74120DL2011PTC218416,RAINBOW BPO PRIVATE LIMITED,Strike Off,500000,100000,Private
U70109DL2006PTC154149,PGS REALTY PRIVATE LIMITED,Active,100000,100000,Private
U86100KA2024PTC183069,ANAND ABHIGHYAN HEALTH CARE & LIFE SCIENCES PRIVATE LIMITED,Active,1000000.00,1000000.00,Private
U46302MH2025PTC443476,SHRI GURUKRUPA DAIRY AND AGRO FOODS PRIVATE LIMITED,Active,1000000.00,1000000.00,Private
U74900DL2013PTC250793,LIFE RECHARGING PRIVATE LIMITED,Strike Off,100000,100000,Private
U52290DL2024PTC425696,TOSHI TECHSHIP PRIVATE LIMITED,Active,500000,500000,Private
U85300DL2022NPL404364,SAHKARYAM FOUNDATION,Active,100000,100000,Private
U74999TZ2020FTC034149,TIMBERTRUSS DESIGN PRIVATE LIMITED,Active,1500000.00,5000.00,Private
U45309MH2017PTC297619,SRETNO INFRASTRUCTURE PRIVATE LIMITED,Strike Off,200000.00,200000.00,Private
U74140DL2007PTC163417,A DELHI BRANDING & ADVERTISING PRIVATE LIMITED,Strike Off,500000,100000,Private
U45200DL2008PTC172579,TECHSAVVY CONSTRUCTION PRIVATE LIMITED,Strike Off,300000,100000,Private
U74899DL1948PTC004769,BAYU NANDAN ENTERPRISES PRIVATE LIMITED,Converted to LLP,5000000,2875000,Private
U74899DL1995PTC066970,AGGARWAL LOHA BHANDAR PRIVATE LIMITED,Active,2000000,1999000,Private
U74999DL2009PTC192158,KASHVI JEWELS PRIVATE LIMITED,Active,14500000,14372000,Private
U15400KA2020PTC140282,PAIMARK PRODUCTS PRIVATE LIMITED,Active,5000000.00,5000000.00,Private
U27310GJ2007PTC051017,RANINGA ISPAT PRIVATE LIMITED,Active,10000000.00,9400000.00,Private
U65993TN1994PTC028744,JALOR FINANCE & INVESTMENT COMPANY PRIVATE LIMITED,Strike Off,500000.00,135000.00,Private
U31300DL1998PTC095378,NIKSHI ENTERPRISES PRIVATE LIMITED,Active,1000000,458000,Private
U85110KA1995PTC018227,EMBASSY HOME INVESTMENTS PRIVATE LIMITED,Amalgamated,500000.00,200000.00,Private
U40106GJ2021PLC120856,ADANI RENEWABLE ENERGY TEN LIMITED,Active,100000.00,100000.00,Public
U70109DL2021PTC382590,SOHA REALTY PRIVATE LIMITED,Active,110000000,90900000,Private
U51420TN2005PTC057341,COPPERLINE MULTI METAL PRIVATE LIMITED,Active,100000.00,100000.00,Private
U01119GJ2004PTC043872,VEER BIO-AGRO PRIVATE LIMITED,Strike Off,400000.00,100000.00,Private
U74210TN2019PTC128102,VOLTECH TRANSRAIL PRIVATE LIMITED,Active,1000000.00,100000.00,Private
U99999MH1983PTC031163,MEERA TOURS AND SERVICES PVT LTD,Strike Off,200000.00,0.00,Private
U28195KA2024PTC183700,G BS INNOVATIONS PRIVATE LIMITED,Active,1000000.00,10000.00,Private
U45400MH2012PTC230056,APPLE MINT REALTY AND INFRA PRIVATE LIMITED,Strike Off,100000.00,100000.00,Private
U45309KA2020PTC135857,REXSQUARE PRIVATE LIMITED,Active,1500000.00,200000.00,Private
U70101TN1987PTC014478,CENTURY BUILDERS PRIVATE LIMITED,Active,500000.00,250000.00,Private
U47912PN2025OPC241142,SHOPRIEL HUB (OPC) PRIVATE LIMITED,Active,100000.00,10000.00,One Person Company
U72900MH2021PTC373926,SCATTERPLOTTERS CLOUD TECHNOLOGY PRIVATE LIMITED,Active,500000.00,100000.00,Private
U24230MH2021PTC361226,DR. SIRVIK LABORATORIES PRIVATE LIMITED,Active,1500000.00,400000.00,Private
U85100DL2009PTC194381,SUSHUPTI HEALTHCARE PRIVATE LIMITED,Strike Off,500000,200000,Private
U72900DL2020PTC361213,SHOP7 PRIVATE LIMITED,Active,200000,200000,Private
U72200MH1993PTC070732,KONT SOFTWARE SERVICES PVT.LTD.,Strike Off,100000.00,0.00,Private
U72900TZ2021PTC037238,THAJES TECHNOCRAFT PRIVATE LIMITED,Active,1000000.00,5000.00,Private
U19116MH2008PTC184274,ARTI LEATHER AND ACCESSORIES PRIVATE LIMITED,Strike Off,100000.00,0.00,Private
U01409KA2000PTC027745,S.V. AGRI GENETICS PRIVATE LIMITED,Strike Off,1000000.00,100000.00,Private
U72200MH2017GOI302982,NESL E-INFRASTRUCTURE LIMITED,Active,10000000.00,10000000.00,Public
U74999KA2017PTC102035,TAN DESIGN STUDIO PRIVATE LIMITED,Active,200000.00,200000.00,Private
U62013GJ2023PTC141618,CONSTRUCTO SOLUTIONS PRIVATE LIMITED,Active,500000.00,100000.00,Private
U64202DL1994PLC060583,STARCOM SERVICES LIMITED,Strike Off,100000,700,Public
U45208TN2013PTC089894,PONNI BUILDERS PRIVATE LIMITED,Strike Off,100000.00,100000.00,Private
U74999MH2021PTC368843,SWJF SERVICES PRIVATE LIMITED,Active,100000.00,50000.00,Private
U17111TN1997PTC037734,JAYSHREETEX MILLS PRIVATE LIMITED,Strike Off,2500000.00,1427000.00,Private
U72900TN2022PTC152904,TECHWAVES IT SYSTEMS AND SERVICES PRIVATE LIMITED,Active,1000000.00,10000.00,Private
U45200DL2007PTC159421,YUNAN BUILDERS PRIVATE LIMITED,Active,2000000,1666080,Private
U36998GJ2009PTC058589,GAATHA HANDICRAFTS PRIVATE LIMITED,Active,100000.00,100000.00,Private
U40109PN2022PTC209291,INFOALLIANCE INDIA PRIVATE LIMITED,Active,100000.00,100000.00,Private
U74900TN2024PTC166934,THINKCRAFT AUTOMATION PRIVATE LIMITED,Active,500000.00,100000.00,Private
U74140DL1999PTC101013,TANAASHI TECHNOLOGIES PRIVATE LIMITED,Active,7500000,5011620,Private
U24246MH2003PTC140808,JLI HERBALS PRIVATE LIMITED,Strike Off,100000.00,100000.00,Private
U52601DL2021PTC390153,EMBRACE SHAWL PRIVATE LIMITED,Active,100000,100000,Private
U20119PN2023PTC221520,SELU KLEAN PRIVATE LIMITED,Active,100000.00,5000.00,Private
U74999DL2014PTC264364,ARPIT ARORA DANCE DIGITAL ENTERPRISES PRIVATE LIMITED,Strike Off,100000,100000,Private
U71200KA2021OPC155145,MANJUNATH LOGISTICS TOTAL SOLUTION (OPC) PRIVATE LIMITED,Active,1000000.00,100000.00,One Person Company
U24290MH2021PTC367971,KORINDEA HEALTHCARE PRIVATE LIMITED,Active,2000000.00,1988470.00,Private
U70200DL2017PTC326825,K.B.K. CONSTRUCTIONS PRIVATE LIMITED,Active,5000000,100000,Private
U51909DL1982PTC014480,ZURISH TRADING PVT LTD,Strike Off,100000,0,Private
U74899DL1995PTC069244,TRIM INDIA PRIVATE LIMITED,Active,2000000,988650,Private
U74999TN2010PTC075688,DYNA LEARNING LABS PRIVATE LIMITED,Active,5000000.00,1200000.00,Private
U24119DL2002PTC114197,SAMPARK OVERSEAS PRIVATE LIMITED,Active,1800000,450000,Private
U50500MH2019PTC322219,ENBE FUEL SERVICES PRIVATE LIMITED,Active,20200000.00,20061920.00,Private
U72900DL2013PTC254825,BRAINYBATCH INTERNET PRIVATE LIMITED,Active,100000,100000,Private
U74899DL1983PTC016040,SIF EXPORTS PRIVATE LIMITED,Active,500000,200200,Private
U74899DL1991PTC045420,DATAMATION CONSULTANTS PRIVATE LIMITED,Active,1000000,100000,Private
U72300DL2007PTC168610,R B INFORMATE PRIVATE LIMITED,Strike Off,100000,0,Private
U24311GJ2025PTC161081,FITTON STEEL INDUSTRIES PRIVATE LIMITED,Active,100000.00,100000.00,Private
U71200KA2023PTC175547,BOLTX LABS PRIVATE LIMITED,Active,1000000.00,100000.00,Private
U51397DL1994PLC060862,GROWEL REMEDIES LIMITED,Active,2500000,2460000,Public
U47912DL2024PTC432104,SWEATSPORTS PRIVATE LIMITED,Active,100000,100000,Private
U74999DL2018PTC338613,CBP SOLUTIONS PRIVATE LIMITED,Active,1000000,100000,Private
U22100TZ2016PTC027814,EDIO MEDIA NETWORKS PRIVATE LIMITED,Active,100000.00,100000.00,Private
U67120MH1995PTC089314,URSMITA CAPITAL INVESTMENT PRIVATE LIMITED,Strike Off,300000.00,0.00,Private
U45200TN2008PTC069822,TRITOMA PROMOTERS PRIVATE LIMITED,Active,100000.00,100000.00,Private
U51900PN1985PTC145614,WALKAR COMMERCIAL ENTERPRISES PRIVATE LTD,Converted to LLP,10000000.00,9495070.00,Private
U64202DL2003PTC120941,INFRARED ENTERTAINMENT PRIVATE LIMITED,Strike Off,100000,100000,Private
U22194GJ2023PTC139933,KESARI BALLOONS PRIVATE LIMITED,Active,25600000.00,25600000.00,Private
U92413PN2021PTC207078,COALESCE PRODUCTIONS PRIVATE LIMITED,Active,100000.00,100000.00,Private
U74999KA2019PTC121646,SARAG ADVISORS AND SERVICES PRIVATE LIMITED,Strike Off,1000000.00,100000.00,Private
U08031KA1992PLC012781,BODICHERLA INVESTMENTS LIMITED,Strike Off,2500000.00,700.00,Public
U51900MH1996PTC101874,ROBIN MARKETING PRIVATE LIMITED,Active,100000.00,100000.00,Private
U45200MH2008PTC188057,SRL NAMAN DEVELOPERS PRIVATE LIMITED,Strike Off,2500000.00,100000.00,Private
U19202MH2018PTC317375,SLIMBER TRADING PRIVATE LIMITED,Active,100000.00,100000.00,Private
U74909KA2024PTC194252,ANS INSIGHTS AND ADVISORS PRIVATE LIMITED,Active,10100000.00,5100000.00,Private
U74910GJ2008PTC055118,JOBDILA SOLUTIONS PRIVATE LIMITED,Strike Off,1500000.00,900000.00,Private
U45204MH1977PTC019732,SWASTIK ERECTORS PVT LTD,Active,500000.00,247000.00,Private
U55204MH2003PTC141278,RAS ROOP CATERERS PRIVATE LIMITED,Strike Off,500000.00,100000.00,Private
U45200PN2012PTC142659,ROSHAN BUILDERS PRIVATE LIMITED,Converted to LLP,100000.00,100000.00,Private
U15549DL2021PTC379213,ADIE BROSWON SPIRITS PRIVATE LIMITED,Active,1000000,1000000,Private
U74899DL1973PTC006606,CENTURY EXPORTERS AND ENGINEERING CO PVT LTD,Strike Off,200000,100000,Private
U63040KA2005PTC035646,HOLIDAY SOLUTIONS PRIVATE LIMITED,Strike Off,100000.00,100000.00,Private
U74999MH2021PTC362108,JACKFRUIT INNOVATIONS PRIVATE LIMITED,Active,500000.00,100000.00,Private
U60200DL2024PTC439592,POLICY AND POLITICS MEDIA PRIVATE LIMITED,Active,1500000,500000,Private
U65990MH2020PLN351931,AVISA-INDIA MUTUAL BENEFIT NIDHI LIMITED,Active,1000000.00,500000.00,Public
U72200TN2000PTC045149,WEBMART SERVICES PRIVATE LIMITED,Strike Off,100000.00,0.00,Private
U00500PN2006PTC022231,SIDDHIVINAYAK SHELTERS PRIVATE LIMITED,Strike Off,500000.00,100000.00,Private
U66030MH2009PTC195794,UIB INSURANCE BROKERS (INDIA) PRIVATE LIMITED,Active,50000000.00,50000000.00,Private
U74999KA2020PTC138631,SQUARE24X7 PRIVATE LIMITED,Active,100000.00,100000.00,Private
U63040DL2012PTC236671,HIMGIRI JOURNEY PARTNER PRIVATE LIMITED,Strike Off,100000,100000,Private
U45400MH2013PTC240680,ASTRIUM IT SOLUTIONS PRIVATE LIMITED,Active,100000.00,100000.00,Private
U51397DL2012PTC237625,ONISIM PHARMA PRIVATE LIMITED,Strike Off,100000,100000,Private
U70100GJ1989PTC012260,SHREE AMBICA DALL AND BESAN PRODUCTS PRIVATE LIMITED,Active,500000.00,469000.00,Private
U74999PN2022PTC216537,GODIAL GD BUSINESS SOLUTIONS PRIVATE LIMITED,Active,500000.00,50000.00,Private
U51909MH2006PLC164236,PODDAR NATURAL RESOURCES AND ORES LIMITED,Strike Off,500000.00,500000.00,Public
U55101MH2007PTC172546,J.V.S. HOTELS & RESTAURANTS PRIVATE LIMITED,Strike Off,100000.00,0.00,Private
U88900PN2024NPL230003,INFINITE BEING FOUNDATION,Active,500000.00,10000.00,Private
U29220DL2012PTC231110,PREMIER PIPELINES & PROCESS EQUIPMENT PRIVATE LIMITED,Strike Off,100000,100000,Private
U74999KA2021PTC143124,COZYTTIRE LIFESTYLE PRIVATE LIMITED,Active,1000000.00,60000.00,Private
U74120MH2016PTC271940,AMAJU SECURE SURE PRIVATE LIMITED,Active,100000.00,100000.00,Private
U18101DL2004PTC125194,SARGUN GARMENT IMPEX PRIVATE LIMITED,Strike Off,500000,100000,Private
U32111GJ2024PTC152167,REVIVE ROCKS PRIVATE LIMITED,Active,100000.00,100000.00,Private
U25999GJ2024PTC155871,BILMAT ENGINEERING PRIVATE LIMITED,Active,100000.00,100000.00,Private
U70109MH2020PTC349380,DROPADI ESTATES PRIVATE LIMITED,Active,1000000.00,100000.00,Private
U15549TN2015PTC102608,TASTE TUNE FOOD PRODUCTS PRIVATE LIMITED,Active,100000.00,100000.00,Private
U01100MH2021PTC357755,MALEGAON TALUKA FARMER PRODUCER COMPANY LIMITED,Active,1500000.00,1422500.00,Private
U72900KA2018PTC110466,AVIGHNA SYNAPSE PRIVATE LIMITED,Active,5000000.00,1800000.00,Private
U45100PN2009PTC135238,NEHA ELECON SERVICES PRIVATE LIMITED,Active,10000000.00,10000000.00,Private
U05190KA2002PTC031366,BHUVAN LABELS PRIVATE LIMITED,Active,6000000.00,5997500.00,Private
U74999DL2015PTC276800,VKHM SERVICES PRIVATE LIMITED,Strike Off,100000,100000,Private
U72900MH2022PTC382283,PLANCTECH INNOVATIONS PRIVATE LIMITED,Active,100000.00,100000.00,Private
U56301PN2024PTC232640,ASP FOOD AND FOOD PRODUCTS PRIVATE LIMITED,Active,100000.00,100000.00,Private
U74899DL1980PTC010132,B M KHANNA ASSOCIATES PRIVATE LIMITED,Strike Off,100000,100000,Private
U15140MH1990PTC057004,SHIVAJI FOODS PRIVATE LIMITED,Active,10500000.00,9900000.00,Private
U72200KA2004PTC034022,TEAQ TECHNOLOGIES PRIVATE LIMITED,Strike Off,100000.00,100000.00,Private
U24232MH2016PTC273875,INNOGENT PHARMACEUTICALS PRIVATE LIMITED,Active,100000.00,100000.00,Private
U74900MH2009PTC189831,SKYTRACKER DETECTION DOG SQUAD PRIVATE LIMITED,Strike Off,100000.00,100000.00,Private
U32300MH1967PLC013884,TILAKNAGAR DISTILLERIESAND INDUSRTRIES LIMITED,Active,1500000.00,0.00,Public
U17120GJ2016PTC086458,KALSON PLAST PRIVATE LIMITED,Active,8000000.00,8000000.00,Private
U51900GJ2009PTC056177,LAXMINATH EXPORTS PRIVATE LIMITED,Strike Off,100000.00,100000.00,Private
U24239MH1972PTC015836,WESTERN INDIA PHARMACEUTICAL SERVICES PRIVATE LIMITED,Strike Off,5000000.00,100400.00,Private
U01111KA2024PTC184783,GIRISIRI SANJEEVINI MAHILA KISAAN PRODUCER COMPANY LIMITED,Active,1500000.00,1500000.00,Private
U09900DL2025PTC442626,SHREEDHAM RESOURCES PRIVATE LIMITED,Active,100000,100000,Private
U01409MH2021PTC371043,BASHRI AGRO PRODUCER COMPANY LIMITED,Active,1000000.00,500000.00,Private
U74999DL2003PTC123521,GUPTA FILTERS PRIVATE LIMITED,Active,2000000,926300,Private
U45400DL2010PTC202194,ANGLE INFRASTRUCTURE PRIVATE LIMITED,Under CIRP,100000000,40100000,Private
U31900DL2019PTC346182,TN ENERGY SOLUTIONS INDIA PRIVATE LIMITED,Active,1000000,100000,Private
U74999PN2014FTC196185,LUMASENSE EQUIPMENTS INDIA PRIVATE LIMITED,Active,10000000.00,5860000.00,Private
U55101MH2007PTC173688,SOLITAIRE RESIDENCY SERVICES PRIVATE LIMITED,Active,100000.00,100000.00,Private
U18109MH2016PTC287170,MALPANI RUBBER AND GARMENTS PRIVATE LIMITED,Active,100000.00,100000.00,Private
U99999MH1943PLC007442,G.M.PARIKH AND SONS LIMITED,Inactive for e-filing,0.00,0.00,Private
U67120GJ2011PTC066924,SHIVAM MONEY CHANGER PRIVATE LIMITED,Active,3000000.00,2625000.00,Private
U74899DL1983PTC017127,R R HOLDINGS PRIVATE LIMITED,Active,600000,570000,Private
U55101PN2012PTC144071,FOODLABS CAFE PRIVATE LIMITED,Strike Off,100000.00,100000.00,Private
U93000KA2015PTC083871,RDS SUPPORT SERVICES PRIVATE LIMITED,Strike Off,100000.00,100000.00,Private
U74999DL2017PTC316959,ABHIMANTRIT GURUPRASADAM AYURVEDA HERBAL FOODS PRIVATE LIMITED,Active,1000000,100000,Private
U70200PN2023PTC220214,CADVANCE TECHNOLOGIES PRIVATE LIMITED,Active,100000.00,10000.00,Private
U32902GJ2023PTC139313,ARMOR FIRE INDUSTRIES PRIVATE LIMITED,Active,1000000.00,100000.00,Private
U72900KA2014PTC075844,KHYATEH CONSULTING PRIVATE LIMITED,Active,100000.00,100000.00,Private
U64203DL2012PTC236053,TURANG TELECOM SOLUTIONS PRIVATE LIMITED,Strike Off,1000000,1000000,Private
U15122MH2011PTC222003,FURRY ENTERPRISES PRIVATE LIMITED,Strike Off,100000.00,100000.00,Private
U45200MH1988PTC046604,ANUJ HOUSING DEVELOPMENT COMPANY PRIVATE LIMITED,Active,1000000.00,1000000.00,Private
U70101MH1992PTC069802,FASHUTANA PROPERTIES PVT.LTD.,Strike Off,100000.00,0.00,Private
U29299TN2008PTC066255,INTELLIGENT EQUIPMENTS & CONTROLS (INDIA) PRIVATE LIMITED,Active,2000000.00,100000.00,Private
U72900KA2022PTC160922,ENGEN CONSULTING & BUSINESS SOLUTIONS PRIVATE LIMITED,Active,1000000.00,500000.00,Private
U16231TN2024PTC173465,LOTUS INNOVATIVE PACKAGING PRIVATE LIMITED,Active,200000.00,200000.00,Private
U67120MH1991PTC061316,TIPARA INVESTMENTS & TRADING COMPANY PRIVATE LIMITED,Active,100000.00,100000.00,Private
U99999MH1991PTC060819,SPEEDAGE BEARINGS PVT LTD,Strike Off,200000.00,0.00,Private
U14200KA2015PTC081168,TERRA ROCK PRODUCTS PRIVATE LIMITED,Active,2500000.00,100000.00,Private
U28990TN2012PTC084359,MAITHRI STEELS PRIVATE LIMITED,Strike Off,1000000.00,500000.00,Private
U10799KA2024PTC184820,KARUVANE ASSOCIATES PRIVATE LIMITED,Active,1000000.00,10000.00,Private
U67100GJ2022FTC137691,RSCPL (IFSC) PRIVATE LIMITED,Active,50000000.00,16626000.00,Private
U70200DL2024PTC435286,INVESTKRAFT VENTURE PRIVATE LIMITED,Active,2000000,2000000,Private
U74999KA2017PTC102766,VIVARTA EVENTS PRIVATE LIMITED,Active,1000000.00,10000.00,Private
U86900TN2024PTC171520,CORYAN HEALTH CARE SOLUTIONS PRIVATE LIMITED,Active,100000.00,10000.00,Private
U45400DL2011PTC217538,TRUEMAN CONSTRUCTION PRIVATE LIMITED,Active,100000,100000,Private
U26933GJ1961PLC001088,GUJARAT INSULATORS AND CERAMICS LTD,Under process of striking off,0.00,0.00,Public
U66190DL2025PTC445315,ADVENTZ KEVENTER CAPITAL ADVISORS PRIVATE LIMITED,Active,1500000,100000,Private
U32309KA1992PTC013339,BINLOOP AUDIO INDIA PRIVATE LIMITED,Strike Off,5000000.00,3000.00,Private
U72900MH2022PTC381763,VERBATIM TRANSCRIPTION SERVICES PRIVATE LIMITED,Active,100000.00,100000.00,Private
U52100KA2012PTC063211,SHREE VAJRA GOLD PRIVATE LIMITED,Strike Off,100000.00,100000.00,Private
U74900TN2013PTC093830,VB SOLAR PRIVATE LIMITED,Strike Off,100000.00,100000.00,Private
U74899DL1991PTC043111,MICROCOMPUTERS AND PERIPHERALS PRIVATE LIMITED,Active,100000,100000,Private
U64200DL2008PTC184841,CALLIFONIA VOICE WORKS PRIVATE LIMITED,Active,5000000,1000000,Private
U45200DL2007PTC160038,SMRITI BUILDWELL PRIVATE LIMITED,Active,100000,100000,Private
U45201GJ1988PTC011380,CHANRAN BUILDERS AND FINANCE PVT LTD,Strike Off,100000.00,100000.00,Private
U36900KA2016PTC098929,NVIRO INDUSTRIES INDIA PRIVATE LIMITED,Active,500000.00,500000.00,Private
U65999PN1996PTC097542,SUN RESEARCH AND INVESTMENTS PRIVATE LIMITED,Strike Off,100000.00,0.00,Private
U43900TN2024PTC170529,J N SKYSCRAPPERS PRIVATE LIMITED,Active,1000000.00,600000.00,Private
U15125DL2018PTC332717,VASTOPHIL ESSENTIALS INDIA PRIVATE LIMITED,Strike Off,100000,100000,Private
U72200TN2006PTC058763,KAAKKALLAR INFOTEK PRIVATE LIMITED,Strike Off,100000.00,100000.00,Private
U72200KA2006PTC038107,GLASSBEAM SOFTWARE INDIA PRIVATE LIMITED,Active,500000.00,100000.00,Private
U59111GJ2024PTC157192,MOON MAGIC FILMS PRIVATE LIMITED,Active,100000.00,100000.00,Private
U47912TN2024PTC171143,MUTHUSISE GOLD PRODUCT PRIVATE LIMITED,Active,500000.00,200000.00,Private
U70200DL2010PTC198957,ELEGANT INFRACON PRIVATE LIMITED,Active,40000000,4160000,Private
U51505DL1998PTC091484,GRAMMY COMMUNICATIONS PRIVATE LIMITED,Active,1000000,906000,Private
U58130MH2025PTC444679,SEVAK PRAKASHAN PRIVATE LIMITED,Active,5000000.00,100000.00,Private
U62013KA2023PTC180243,NPSS INTERNATIONAL GLOBAL INDIA PRIVATE LIMITED,Active,1000000.00,100000.00,Private
U24100KA2020PLC134081,SHILPA PHARMA LIFESCIENCES LIMITED,Active,200000000.00,100000000.00,Public
U79120DL2025PTC444065,NAVRATAN TOURS AND TRAVEL PRIVATE LIMITED,Active,1000000,1000000,Private
U74999DL2017PTC317357,DIGIVAARTA INDIA PRIVATE LIMITED,Active,100000,100000,Private
U29299TZ2022PTC039700,FORTIUM INDUSTRIES PRIVATE LIMITED,Active,10000000.00,5492780.00,Private
U28994GJ2022PTC137692,JUMBO MILLS PRIVATE LIMITED,Active,100000.00,100000.00,Private
U51909GJ2019PTC110439,KANTAMATRE GLOBAL PRIVATE LIMITED,Strike Off,500000.00,100000.00,Private
U51909PN1994PTC080071,PRASA INFOCOM & POWER SOLUTIONS PRIVATE LIMITED,Active,4000000.00,2884000.00,Private
U30006TN1996PTC037189,MICROWARE (INDIA) PRIVATE LIMITED,Active,500000.00,2000.00,Private
U92199KA2005PTC037693,AKRORAMA SOUND AND VISION PRODUCTIONS PRIVATE LIMITED,Strike Off,100000.00,99000.00,Private
U74899DL1986PTC025421,SHIVA CONSULTANTS PRIVATE LIMITED,Active,215000000,206695540,Private
U17110MH1987PTC044136,GALAXY DYEING AND PRINTING MILLS PRIVATE LIMITED,Active,4000000.00,3941000.00,Private
U72900KA2020FTC132860,READY NETWORKS INDIA PRIVATE LIMITED,Active,1000000.00,500000.00,Private
U01110KA2020PTC135754,ULAVI CHANNABASAVESHWAR FARMERS PRODUCER COMPANY LIMITED,Active,1000000.00,600000.00,Private
U72200PN2010PTC135334,VENTISYS TECHNOLOGIES PRIVATE LIMITED,Strike Off,100000.00,100000.00,Private
U85100TN2015PTC101383,NEW LIFE HOSPITALS PRIVATE LIMITED,Active,20000000.00,20000000.00,Private
U29308PN2022PTC210597,PROMPTLASER TECH PRIVATE LIMITED,Active,100000.00,100000.00,Private
U70100KA2020PTC139538,CENTURY ASSETS PRIVATE LIMITED,Active,100000.00,100000.00,Private
U18109DL2020PTC361170,MYTUS TECHNOLOGIES PRIVATE LIMITED,Active,1000000,1000000,Private
U93000DL2011PTC228011,GLOBAL GOLF SERVICES PRIVATE LIMITED,Strike Off,100000,100000,Private
U45201GJ2008PTC053027,VANSH INTERIORS & DEVELOPERS PRIVATE LIMITED,Strike Off,100000.00,100000.00,Private
U72900MH2020FTC342944,WEB GEO SERVICES INDIA PRIVATE LIMITED,Active,1662000.00,1662000.00,Private
U47733KA2024PTC183099,HARSHARATNA JEWELLERY HOUSE PRIVATE LIMITED,Active,1000000.00,100000.00,Private
U70109MH2022PTC386125,STUDIO CHANGANI CONSULTANCY PRIVATE LIMITED,Active,500000.00,20000.00,Private
U72200DL1999PTC101885,INFOCUS INTERACTIVE TECHNOLOGIES PRIVATE LIMITED.,Strike Off,10000000,10000000,Private
U15100MH2020PTC337908,WATER BREWING PRIVATE LIMITED,Active,2000000.00,118460.00,Private
U24118MH1973PTC016557,ADITYA GLYCERINE PRIVATE LIMITED,Strike Off,1500000.00,0.00,Private
