cin,company_name,status,authorized_capital,paidup_capital,class
U17291MH2014PLC259363,BURHANPUR INTEGRATED TEXTILE PARK LIMITED,Active,500000.00,500000.00,Public
U80904PN2011PTC139878,YASH INSTITUTE OF MULTIMEDIA & ANIMATION PRIVATE LIMITED,Strike Off,100000.00,100000.00,Private
U70102DL1975PTC007939,PEEJAY INDUSTRIES PVT LTD,Active,5000000,4800000,Private
U74999DL2009PTC196226,ARMON SOFTWARE PRIVATE LIMITED,Strike Off,50000000,700000,Private
U74992DL1987PTC027283,DASHING ELECTRONICS INDIA PVT. LTD.,Strike Off,500000,0,Private
U65990MH1990PLC057767,LUXURY FINANCE & INVESTMENT LIMITED,Strike Off,100000.00,10000.00,Public
U45201GJ2007PTC050033,RICH ARCADE PRIVATE LIMITED,Strike Off,100000.00,100000.00,Private
U74999KA2017PTC107186,CRAFTANGLE CREATIONS PRIVATE LIMITED,Active,100000.00,100000.00,Private
U74999MH2015PTC267757,COMBATANT SPORTS ACADEMY PRIVATE LIMITED,Active,100000.00,100000.00,Private
U55204KA2017PTC108534,BORBHUYAN COMFORTINN SERVICE APARTMENT PRIVATE LIMITED,Strike Off,500000.00,500000.00,Private
U46101PN2024PTC230705,YASHSWI HERBAL INDIA PRIVATE LIMITED,Active,1500000.00,10000.00,Private
U45100TN2016PTC112863,WYNT HARTER BIOTECH PRIVATE LIMITED,Active,5000000.00,100000.00,Private
U51397MH1968PTC013988,J.B.SAWANT ENGINEERING PRIVATE LIMITED,Active,7500000.00,7086300.00,Private
U52520MH2001PTC130447,ONE-STOP SHOP INDIA PRIVATE LIMITED,Active,500000.00,100000.00,Private
U72200KA1999PTC025158,MAKH DIGITAL IMAGING PRIVATE LIMITED,Active,1000000.00,200.00,Private
U72200DL2012PTC245376,TECHPARTNERZ IT SOLUTIONS PRIVATE LIMITED,Strike Off,100000,100000,Private
U28994DL1987PTC026600,MAK PRODUCTS PVT LTD,Strike Off,500000,0,Private
U01100PN2022PTC213951,AAISHWAR AGRO FLORA PRIVATE LIMITED,Active,100000.00,100000.00,Private
U72900KA2016PTC093215,BRANDSTORY SOLUTIONS PRIVATE LIMITED,Active,100000.00,100000.00,Private
U74999MH2020PTC351275,KASHTE FOODS AND BEVERAGES (INDIA) PRIVATE LIMITED,Active,21000.00,21000.00,Private
U22130DL2016PTC289288,OMW MEDIA SOLUTIONS PRIVATE LIMITED,Strike Off,100000,100000,Private
U74900PN2008PTC132933,POWER TECHNICS INFOSOLUTIONS PRIVATE LIMITED,Active,500000.00,100000.00,Private
U51101MH2012PTC230673,VIDHI BUSINESS SOLUTIONS PRIVATE LIMITED,Strike Off,100000.00,100000.00,Private
U50102MH2013PTC249905,DELPHI VENTURE PRIVATE LIMITED,Strike Off,100000.00,100000.00,Private
U18109GJ1988PLC010990,PANI GARMENTS LIMITED,Converted to LLP,2500000.00,1786100.00,Public
U65910MH1996PTC096739,MARCO LEASING AND FINANCE PRIVATE LIMITED,Strike Off,500000.00,0.00,Private
U52599TN1993PTC026007,RAMBABU IMPEX PRIVATE LIMITED,Strike Off,500000.00,0.00,Private
U25200MH1997PTC105642,BAHUBALI POLYMERS AND POLYESTERS PRIVATE LIMITED,Strike Off,100000.00,100000.00,Private
U32109DL1986PTC023487,INDTRON ELECTRONICS PRIVATE LTD,Strike Off,1000000,100000,Private
U74899DL1991PTC046117,DIANA AGENCIES PRIVATE LIMITED,Active,500000,188000,Private
U55101PN2022PTC217080,HARISSA HOSPITALITY PRIVATE LIMITED,Active,50000.00,50000.00,Private
U40107DL2008PTC182246,HYDROCARBON TECH PRIVATE LIMITED,Active,30000000,27526670,Private
U29307TZ2005PTC012414,U S G ENERGY PRIVATE LIMITED,Active,2000000.00,1510200.00,Private
U74999DL2021PTC381542,PEDILAX INDUSTRIES PRIVATE LIMITED,Active,1000000,500000,Private
U15142GJ2008PTC053847,GOKUL OLEOCHEM PRIVATE LIMITED,Strike Off,1000000.00,100000.00,Private
U27201DL2024PTC440574,AJIT POWER VOLTCOMM TECHNOLOGIES PRIVATE LIMITED,Active,1500000,1500000,Private
U17118PN2005PTC020235,PRANAV TEXTILE ENGINEERS PRIVATE LIMITED,Active,100000.00,100000.00,Private
U80901GJ2017NPL099953,MUJCAL ASSOCIATION FOR FOUNDRY TECHNOLOGY,Active,1000000.00,100000.00,Private
U74110MH2010PTC202711,HORNIC SECURITIES AND FINANCE PRIVATE LIMITED,Active,20000000.00,10000000.00,Private
U52292GJ2025PTC162401,SRTC SUPPLY CHAIN PRIVATE LIMITED,Active,100000.00,100000.00,Private
U72900DL2009PTC193120,VORATA INFOTECH AND SERVICES PRIVATE LIMITED,Strike Off,200000,200000,Private
U72900TN2018PTC120980,KITEAVIATION TECHNOLOGIES PRIVATE LIMITED,Active,100000.00,100000.00,Private
U74997KA2018PTC116164,LASTLAP PRIVATE LIMITED,Active,125000.00,102720.00,Private
U74995PN2018PTC174103,FIRMA PARTICLE LAMINATES PRIVATE LIMITED,Active,100000.00,100000.00,Private
U70200DL2010PLC204121,SUPERTECH TOWNSHIP PROJECT LIMITED,Under CIRP,170000000,163333350,Public
U74999MH2018PTC307466,ANJANETTE OILS PRIVATE LIMITED,Active,1000000.00,100000.00,Private
U40102MH2016PTC273938,SHAKYA POWER PRIVATE LIMITED,Active,1000000.00,100000.00,Private
U74999TN2021PTC147639,VISWAM'S DISTRIBUTION PRIVATE LIMITED,Active,1500000.00,50000.00,Private
U74999PN2022OPC210457,DELOGIC CONSULTING (OPC) PRIVATE LIMITED,Active,100000.00,10000.00,One Person Company
U74910MH2020OPC351390,NAKSHATRA WORKFORCE (OPC) PRIVATE LIMITED,Strike Off,100000.00,100000.00,One Person Company
U51909MH1983PLC343443,JANPRIYA TRADERS LIMITED,Active,2450000.00,2450000.00,Public
U46900TN2023PTC166295,SWADESH GLOBAL VENTURES PRIVATE LIMITED,Active,1500000.00,400000.00,Private
U70200GJ2024OPC150736,SHREYYOM CONSULTANCY (OPC) PRIVATE LIMITED,Active,100000.00,5000.00,One Person Company
U32309DL2019PTC357936,PRAGYAWAN INDIA PRIVATE LIMITED,Active,100000,100000,Private
U74990MH2008PTC188319,AKANKSHADEEP SYSTEM MANAGERS PRIVATE LIMITED.,Strike Off,200000.00,0.00,Private
U74999GJ2017PLC098154,REXAN AGRI PRODUCE LIMITED,Active,100000.00,100000.00,Public
U62099PN2025PTC237948,QUBBIT WORKS PRIVATE LIMITED,Active,100000.00,100000.00,Private
U74110PN2018PTC174113,PROSPECTA BUILDX INDIA PRIVATE LIMITED,Active,10000000.00,9100000.00,Private
U74140DL2011PTC218895,WEMARK MARKETING PRIVATE LIMITED,Strike Off,100000,100000,Private
U18109TN2014PTC097420,FASHIONCOLOR GARMENTS PRIVATE LIMITED,Strike Off,100000.00,100000.00,Private
U67190TN1995PTC031258,MARGAM FINANCIAL CONSULTANCY PRIVATE LIMITED,Strike Off,100000.00,0.00,Private
U85100TN2012PTC084792,PRASAD MEDIHUB PRIVATE LIMITED,Strike Off,5000000.00,500000.00,Private
U82199DL2024PTC427007,QUICKPRO SOLUTIONS PRIVATE LIMITED,Active,100000,100000,Private
U74920DL1999PTC098358,DISHA SECURITY AND MANPOWER PRIVATE LIMITED,Active,500000,425000,Private
U74999MH2015PTC269696,A B CYBER TECHNOLOGY PRIVATE LIMITED,Active,100000.00,100000.00,Private
U24100DL1985PTC019852,JOHRI RASAYAN AND REFACTORIES PRIVATE LT D,Strike Off,500000,200,Private
U24117DL2019PTC356300,MYGREEN ENVIROPRODUCTS PRIVATE LIMITED,Active,50000000,30000000,Private
U93090GJ2007PTC049882,AMIKRUPA ENTERTAINMENT PRIVATE LIMITED,Active,100000.00,100000.00,Private
U33100TZ2010PTC015823,HOSUR MEDICARE PRODUCTS PRIVATE LIMITED,Strike Off,3500000.00,3500000.00,Private
U17299KA2018PTC111678,ILKAL WEAVERS HI-TECH VSK INTEGRATED TEXTILE PARK PRIVATE LIMITED,Active,1000000.00,100000.00,Private
U72200MH2025NPL442340,METROPOLITAN INSTITUTE FEDERATION,Active,500000.00,100000.00,Private
U31200MH2009PTC189956,ABEE SALES PRIVATE LIMITED,Strike Off,100000.00,100000.00,Private
U72200KA2013PTC070078,ACEMICROMATIC MANUFACTURING INTELLIGENCE TECHNOLOGIES PRIVATE LIMITED,Active,10000000.00,6450000.00,Private
U52609MH2020PTC339418,LUXEDIOR RETAIL SERVICES PRIVATE LIMITED,Active,2500000.00,2400000.00,Private
U43900MH2024PTC420207,SAI-VISHWA INFRA DEVELOPER PRIVATE LIMITED,Active,500000.00,100000.00,Private
U67200MH2003PTC140384,PROFESSIONAL INSURANCE CONSULTANTS (INDIA ) PRIVATE LIMITED,Active,5000000.00,1500000.00,Private
U51909MH1993PTC071733,RAM REMEDIES PVT LTD,Active,6500000.00,6500000.00,Private
U45309DL2020OPC366416,VDP BUILDTECH (OPC) PRIVATE LIMITED,Strike Off,1500000,10000,One Person Company
U17299MH2021OPC368963,BUILDNET EXPORTS AND MARKETING (OPC) PRIVATE LIMITED,Active,100000.00,100000.00,One Person Company
U45309DL2019PTC351784,SHREE VIDYASAGAR NAVNIRMAN PRIVATE LIMITED,Active,1000000,1000000,Private
U51909GJ1994PTC021834,BRODWELD PVT LTD,Active,500000.00,130200.00,Private
U45400DL2008PTC173202,ABAXIS DESIGN AND BUILD PRIVATE LIMITED,Active,100000,100000,Private
U00095KA1958PTC001325,PANCHASHEELA PICTURES PRIVATE LIMITED,Strike Off,100000.00,900.00,Private
U72900GJ2021OPC124800,RAKSHA INFOCOM (OPC) PRIVATE LIMITED,Active,100000.00,100000.00,One Person Company
U35109PN2023PTC219797,EFFICIENT RENEWABLES PRIVATE LIMITED,Active,500000.00,500000.00,Private
U28998GJ2016PTC093377,HARMONY METAL ARTS PRIVATE LIMITED,Active,15000000.00,15000000.00,Private
U17122KA1991PTC011638,KARNATAKA GRAINAGE PRIVATE LIMITED,Strike Off,100000.00,400.00,Private
U51900MH1994PTC078275,ABYSS BENTRADE INTERNATIONAL P.LTD.,Strike Off,5000000.00,0.00,Private
U30304KA2024PTC193512,TRISPARK SOLUTIONS PRIVATE LIMITED,Active,100000.00,10000.00,Private
U74120MH2015PTC271112,CESHTA SOFTWARE PRIVATE LIMITED,Strike Off,500000.00,100000.00,Private
U15100MH2010PTC204729,APNAVII N ANOKHII LEISURE PRIVATE LIMITED,Active,5000000.00,2500000.00,Private
U72900PN2017PTC171483,ALTICOR MEDIA SOLUTIONS PRIVATE LIMITED,Active,100000.00,100000.00,Private
U63090GJ2001PTC039458,USHA TRANSPORT PRIVATE LIMITED,Strike Off,200000.00,100000.00,Private
U52609KA2019PTC122614,GOODLINK NETWORKS INDIA PRIVATE LIMITED,Active,500000.00,100000.00,Private
U74899DL1994PTC060930,NORTH DELHI CABLE NETWORK PRIVATE LIMITED,Strike Off,1351000,1351000,Private
U74999DL2020PTC362005,OM SHAKTI CONSULTANCY PRIVATE LIMITED,Strike Off,100000,100000,Private
U29192DL1997PTC091323,PAN POLAR ENGINEERS PRIVATE LIMITED,Active,500000,100000,Private
U70200KA2025PTC197602,IKSHANA CONSULTING PRIVATE LIMITED,Active,100000.00,100000.00,Private
U93090DL2017PTC315965,SPORTSTARTS GLOBAL SERVICES PRIVATE LIMITED,Active,100000,100000,Private
U27200MH1944PTC004158,INDIAN METAL CAN MANUFACTURERS PRIVATE LIMITED,Active,1000000.00,308750.00,Private
U45201DL1996PTC076976,MAXWELL PROJECTS PRIVATE LIMITED,Active,60000000,40000000,Private
U29140MH1985PTC035715,METATHERM FURNACE PRIVATE LIMITED,Active,500000.00,400000.00,Private
U18101DL2006PTC155869,SUNFLOWER CREATIONS PRIVATE LIMITED,Strike Off,200000,100000,Private
U45202GJ2007PTC049805,STAVAN INFRASTRUCTURE (PALDI) PRIVATE LIMITED,Strike Off,100000.00,100000.00,Private
U85499KA2025PTC198820,SKILLDOINFOTECH PRIVATE LIMITED,Active,1000000.00,100000.00,Private
U72200KA2021PTC152500,ONEDPO PRIVATE LIMITED,Active,1000000.00,500000.00,Private
U31904PN2021PTC202367,SIMPATICO ELECTRONICS PRIVATE LIMITED,Active,100000.00,100000.00,Private
U66000DL2022PTC401609,VIVERE INSURANCE MARKETING PRIVATE LIMITED,Active,1000000,1000000,Private
U49223KA2024OPC187238,YASH SELF DRIVE CARS (OPC) PRIVATE LIMITED,Active,100000.00,10000.00,One Person Company
U51900MH1985PLC035189,ATULYA TRADES AND AGENCIES LIMITED,Strike Off,9200000.00,9170000.00,Public
U62091KA2023PTC178923,DMONCLOUD CONSULTING PRIVATE LIMITED,Active,100000.00,100000.00,Private
U52311PN2020PTC189152,MBGENESIS HEALTHCARE PRIVATE LIMITED,Active,2000000.00,100000.00,Private
U65910DL1996PTC081740,SWARNIM FINVEST PRIVATE LIMITED,Strike Off,2500000,2000,Private
U73100KA2024PTC194851,ADNEURON PRIVATE LIMITED,Active,100000.00,100000.00,Private
U62099KA2023OPC176995,CPDB TECHNOLOGIES (OPC) PRIVATE LIMITED,Active,200000.00,200000.00,One Person Company
U74999MH2022PTC388897,HOLOMATRIX PRIVATE LIMITED,Active,100000.00,10000.00,Private
U70200KA2023PTC180107,SHIVA ASHWIN SHAKTI ADVISORY PRIVATE LIMITED,Active,1000000.00,100000.00,Private
U01100KA2021PTC155287,PEATMAN COCO PRODUCTS PRIVATE LIMITED,Active,100000.00,100000.00,Private
U74999MH2018PTC309591,SWANISH DECOR PRIVATE LIMITED,Active,100000.00,100000.00,Private
U15311GJ2014PTC078100,KAVYARC TRADEX PRIVATE LIMITED,Active,25000000.00,11698000.00,Private
U19119DL1989PTC035610,SHARIF LEATHERS PRIVATE LIMITED,Active,10000000,104000,Private
U40200MH1973PTC016303,PREMIER OXYGEN AND ACETYLENE COMPANY PRIVATE LIMITED,Active,500000.00,0.00,Private
U45400MH2013PTC244027,B4 BUILDERS AND DEVELOPERS PRIVATE LIMITED,Strike Off,100000.00,100000.00,Private
U29100GJ2017PTC099758,MOTIONUP HANDLING PRIVATE LIMITED,Active,100000.00,100000.00,Private
U67110DL2007PTC167160,SANATAN FOREX PRIVATE LIMITED,Active,5100000,5100000,Private
U70102MH2011PTC247074,CRYSTAL INFRABUILD PRIVATE LIMITED,Active,10000000.00,9266500.00,Private
U72200TN2004PTC054673,VIGYANA SYSTEMS PRIVATE LIMITED,Active,100000.00,100000.00,Private
U85199PN1996PTC133978,LIFESTYLE LEISURES PRIVATE LIMITED,Active,573100000.00,573100000.00,Private
U45202TN2006PTC058963,S A FOUNDAION PRIVATE LIMITED,Active,10000000.00,150000.00,Private
U74899DL1985PTC021718,N K FARMING PRIVATE LIMITED,Strike Off,100000,100000,Private
U24245PN1996PTC100471,SAI SUGANDHALAYA PRIVATE LIMITED,Active,500000.00,350000.00,Private
U72200KA2014PTC076789,CONTINNOV TECHNOLOGIES PRIVATE LIMITED,Active,100000.00,100000.00,Private
U74140TN2004PTC053548,FELICITY SOLUTIONS PRIVATE LIMITED,Active,500000.00,100000.00,Private
U72200DL2007PTC158937,ANNANT SOFTWARE PRIVATE LIMITED,Active,100000,100000,Private
U28133GJ2018PTC100580,OPTRUM METALWARE PRIVATE LIMITED,Active,2500000.00,2500000.00,Private
U51909MH2015PTC266759,VASHINE COMMERCIAL LINE PRIVATE LIMITED,Active,500000.00,273000.00,Private
U28110MH1996PLC098540,STEELFAB TURNKEY PROJECTS LIMITED,Active,500000.00,500000.00,Public
U63012MH2006PTC165858,SHARAF CARGO PRIVATE LIMITED,Active,500000.00,100000.00,Private
U72200KA2011PTC057480,AAYUR ENGINEERING SYSTEMS PRIVATE LIMITED,Strike Off,1000000.00,800000.00,Private
U45400DL2007PTC165612,ECC DEVELOPMENT INDIA PRIVATE LIMITED.,Strike Off,50000000,100000,Private
L99999GJ1982PLC005253,ASHIMA LIMITED,Active,2121600780.00,2121600780.00,Public
U34300KA2020PTC132093,MEATEN PRIVATE LIMITED,Active,1000000.00,20.00,Private
U40108TN2006PTC058874,OM SAKTHI WIND POWER PRIVATE LIMITED,Active,23500000.00,23393000.00,Private
U43222MH2024PTC429954,KESAR GREEN POWER PRIVATE LIMITED,Active,500000.00,100000.00,Private
U74899DL1988PTC033257,NAMRATA LEASING PRIVATE LIMITED,Amalgamated,3500000,3128000,Private
U18203DL2012PTC231792,KCPL CLOTHING PRIVATE LIMITED,Strike Off,2500000,100000,Private
U88900DL2023NPL411915,CHANDRABATI WONDERFUL PATIENCE OF KINGDOM FOUNDATION,Active,100000,100000,Private
L17299DL1994PLC062984,KOUTONS RETAIL INDIA LIMITED,Under Liquidation,1000000000,305513970,Public
U63030GJ2018PTC105024,PARMAN MULTIMODAL PRIVATE LIMITED,Active,100000.00,100000.00,Private
L40100MH2000PLC128564,WELTEX CABLES (INDIA) LIMITED,Strike Off,500000.00,0.00,Public
U51109DL1995PLC073646,HARYANA TISSUE AND FLORICULTURE LIMITED,Strike Off,1000000,0,Public
U68200MH2024PLC427096,ONEPULSE RESOURCES LIMITED,Active,100000.00,10000.00,Public
U28900PN2010PTC137329,OM TUBE - FITTINGS PRIVATE LIMITED,Strike Off,200000.00,100000.00,Private
U17231TZ1979PTC000869,MARKS THREAD (INDIA) PRIVATE LIMITED,Active,1000000.00,256000.00,Private
U74999KA2023PTC170354,PRASHUTAP BUSINESS CONSULTING PRIVATE LIMITED,Active,500000.00,100000.00,Private
U20100MH1992PTC065020,VIDARBHA TEAK PLANTATIONS PVT.LTD.,Strike Off,500000.00,0.00,Private
U65999GJ2018PLC100695,NOVATIS FINOVATIVE LIMITED,Active,250000000.00,135675000.00,Public
U51900TN2007PTC064411,ABR ENTERPRISES PRIVATE LIMITED,Active,10000000.00,6650000.00,Private
U01409DL1989PTC037206,VIKALPA AGRO INDUSTRIES PRIVATE LIMITED,Strike Off,500000,104020,Private
U63040DL1998PTC093981,SETIA TRAVELS PRIVATE LIMITED,Active,1000000,999100,Private
U24297MH2011PTC214591,BORREGAARD SOUTH ASIA PRIVATE LIMITED,Active,40000000.00,40000000.00,Private
U46699GJ2023PTC142105,ARS TRAXIM PRIVATE LIMITED,Active,100000.00,100000.00,Private
U85300MH2022NPL387398,VIJAN'S UNIQ HEALTHCARE FOUNDATION,Active,500000.00,100000.00,Private
U17119GJ1995PTC024622,NAKODA LOGISTICS PRIVATE LIMITED,Active,10000000.00,7484400.00,Private
U45201DL2006PTC146775,VANDANA BUILDWELL PRIVATE LIMITED,Active,100000,100000,Private
U18202DL2021PTC385135,SHISHRAM ANITA ENTERPRISES PRIVATE LIMITED,Active,100000,100000,Private
U72200PN2018PTC178024,CLEMENTINE SECURITY SOFTWARE PRIVATE LIMITED,Active,100000.00,100000.00,Private
U52609GJ2016OPC094582,BRANDCRUZE WORLD TRADE PRIVATE LIMITED (OPC),Active,100000.00,100000.00,One Person Company
U74999TN2014PTC097379,MANTRA MANAGED SERVICES PRIVATE LIMITED,Strike Off,100000.00,100000.00,Private
U45400DL2007PTC165196,T.H.E PROP WHIZ INDIA PRIVATE LIMITED,Strike Off,10000000,200000,Private
U23935GJ2024PTC150220,PRIBOND CEMENT PRODUCTS PRIVATE LIMITED,Active,100000.00,100000.00,Private
U91990MH2003NPL142265,DREAM INDIA FOUNDATION,Active,0.00,0.00,Public
U72900KA2019PTC122214,RE-SURE DATA LABS PRIVATE LIMITED,Active,20000000.00,1000.00,Private
U63020GJ2011PTC065869,MADHAVI AGRICARE PRIVATE LIMITED,Active,10000000.00,10000000.00,Private
U51228MH1995PTC088030,DADAR WINE MART PRIVATE LIMITED,Active,100000.00,100000.00,Private
U51909TN2002PTC049928,SRA ASSOCIATES PRIVATE LIMITED,Active,500000.00,500000.00,Private
U74899DL1993PTC054773,CMS INSURANCE BROKERS PRIVATE LIMITED,Active,7500000,7500000,Private
U80903MH2008PTC177359,SGR EDUCATIONAL VENTURES PRIVATE LIMITED,Amalgamated,20000000.00,14200000.00,Private
U63040DL2020OPC371574,PERITUS OVERSEAS IMMIGRATION (OPC) PRIVATE LIMITED,Strike Off,100000,100000,One Person Company
U74999DL2017OPC325236,HT TRIPMAKERS (OPC) PRIVATE LIMITED,Strike Off,500000,500000,One Person Company
U62099DL2024FTC426056,BHARAT LINE INNOVATIONS PRIVATE LIMITED,Active,100000,100000,Private
U34101TN2007PTC065186,KHIVRAJ VAHAN PRIVATE LIMITED,Active,50000000.00,9000000.00,Private
U19120TN2012PTC084186,MULTI WYN SALES PRIVATE LIMITED,Active,500000.00,250000.00,Private
U33309GJ2018PTC103903,ORTHOTECH INDIA PRIVATE LIMITED,Active,2000000.00,100000.00,Private
U43900MH2023PTC399337,SEVEN-TWELVE LAND EXPERTS PRIVATE LIMITED,Active,1000000.00,100000.00,Private
U74140DL2007PTC158903,WHISTLING TEAL CONSULTANCY PRIVATE LIMITED,Strike Off,100000,100000,Private
U74900MH2014PTC259385,BLUFARMS AGRO PRIVATE LIMITED,Strike Off,1000000.00,290000.00,Private
U65990KA2021PTC151962,INVETHIQZ INVESTMENTS PRIVATE LIMITED,Active,1000000.00,100000.00,Private
U19110MH1994PTC083615,UNISA RESORT INDIA PRIVATE LIMITED,Strike Off,500000.00,100000.00,Private
U51103KA2012PTC067424,YESMASS FASHION PRIVATE LIMITED,Strike Off,100000.00,100000.00,Private
U01400PN2021PTC204519,PANCHKRISHNA FARMERS PRODUCER COMPANY LIMITED,Active,500000.00,500000.00,Private
U63031KA1999PTC024640,TOURWELL TRAVELS PRIVATE LIMITED,Strike Off,500000.00,100000.00,Private
U22130DL2006PTC153840,UDAY MEDIA PRIVATE LIMITED,Strike Off,20000000,19100000,Private
U70102DL2010PTC203121,ARYAVARTA REAL ESTATE & BUILDERS PRIVATE LIMITED,Amalgamated,250000,230000,Private
U33119TZ2007PTC013613,DR UMA'S MEDICAL EQUIPMENTS PRIVATE LIMITED,Strike Off,6000000.00,0.00,Private
U28113DL2011PTC227778,INDUSTRIAL EXIM PRIVATE LIMITED,Active,20000000,19100000,Private
U65992TN2002PLC049545,SRI SRINIVASA BENEFIT FUND LIMITED,Strike Off,1500000.00,1221950.00,Public
U17111GJ2003PTC043417,AASTHA FILAMENTS PRIVATE LIMITED,Converted to LLP,2000000.00,1426600.00,Private
U65100DL2016PTC292139,SBK INVEST & EARN SOLUTIONS PRIVATE LIMITED,Strike Off,100000,100000,Private
U45201GJ2012PTC071380,ATHARVA INFRASPACE PRIVATE LIMITED,Strike Off,1000000.00,100000.00,Private
U74899DL1995PTC066185,ANS DESIGNS PRIVATE LIMITED,Active,100000,100000,Private
U27109DL1982PTC013485,PODDAR STRIPS PVT LTD,Strike Off,1000000,0,Private
U74999MH2022PTC379185,BRAHMAN SECURITY & MANPOWER SERVICES PRIVATE LIMITED,Active,100000.00,100000.00,Private
U01110KA2020PTC134493,IFS AGRI SCIENCES PRIVATE LIMITED,Active,100000.00,100000.00,Private
U01403PN2012PTC143891,YASHASVEE FARMING & DEVELOPMENT PRIVATE LIMITED,Active,100000.00,100000.00,Private
U72200KA2015PTC079023,TRANSLAB TECHNOLOGIES PRIVATE LIMITED,Active,5000000.00,3000000.00,Private
U74140MH2008PTC353290,LOGTECH LOGISTICS & SYSTEMS PRIVATE LIMITED,Active,50000000.00,32601000.00,Private
U31500DL2009PTC195625,NICROME WIRE PRIVATE LIMITED,Strike Off,100000,100000,Private
U92412MH2011PTC214205,KALANI RESORTS AND WATER PARK PRIVATE LIMITED,Strike Off,100000.00,100000.00,Private
U65944MH1982PTC028087,HEM-SIL TRADING AND MANUFACTURING PRIVATE LIMITED,Active,102500000.00,101000010.00,Private
U52310DL2021PTC385809,BMC OUTSOURCING PRIVATE LIMITED,Active,100000,100000,Private
U24304TN2006PTC060309,R.K. FIBRE GLASS COMPONENTS PRIVATE LIMITED,Strike Off,500000.00,500000.00,Private
U31404TN1995PLC033440,MAXWELL BATTERIES LIMITED,Strike Off,5000000.00,507000.00,Public
U72300MH2012PTC226780,HEXATECH IT VENTURES PRIVATE LIMITED,Active,1000000.00,1000000.00,Private
U00500KA1988PTC008867,SPARTAN ENGINEERING PROJECTS PRIVATE LIMITED,Strike Off,500000.00,7000.00,Private
U72900MH2020PTC350146,CONNEXDOOR PRIVATE LIMITED,Active,100000.00,100000.00,Private
U74900MH2015PTC268462,VIJAYA ELECTRONICS PRIVATE LIMITED,Active,100000.00,100000.00,Private
U74899DL1993PLC055782,INFOPARK (INDIA) LIMITED,Amalgamated,10000000,10000000,Public
U72900KA2020PTC140557,MFOSA TECHNOLOGIES PRIVATE LIMITED,Active,1000000.00,1000.00,Private
U18101DL2020PTC365929,OPLEX INDUSTRIES PRIVATE LIMITED,Active,100000,100000,Private
U74999TN2022OPC149349,ANDT INSPECTION & SERVICES (OPC) PRIVATE LIMITED,Active,200000.00,50000.00,One Person Company
U35914GJ1997PTC032847,SHREE SHYAM DIESELS PRIVATE LIMITED,Active,1500000.00,1000000.00,Private
U74999DL2017PTC321343,FRS E-COMMERCE PRIVATE LIMITED,Active,100000,100000,Private
U74210MH1989PTC053113,LEONS TECHNICAL SERVICES PVT. LTD.,Strike Off,250000.00,0.00,Private
U67120MH1996PTC100727,NIRBHAY ENTERPRISES PRIVATE LIMITED,Active,500000.00,100020.00,Private
U74999DL1986PTC025150,EXCELLA TRADERS PRIVATE LIMITED,Strike Off,200000,200000,Private
U51909KA1986PTC182521,JAYANTI DISTRIBUTORS PRIVATE LIMITED,Active,25000000.00,24955100.00,Private
U40200GJ2021PTC125192,EXCEL FLUOROCHEM PRIVATE LIMITED,Active,57500000.00,57500000.00,Private
U85100TN2012PTC086040,INDRUX HEALTHCARE PRIVATE LIMITED,Active,3000000.00,2330000.00,Private
U70200MH2024PTC422792,SAKSHAMIT MANAGEMENT SERVICES PRIVATE LIMITED,Active,1000000.00,100000.00,Private
U63090MH2011PLC218252,INTERSTATE ROAD TRANSPORT COMPANY LIMITED,Active,1000000.00,700000.00,Public
U52599PN2010PTC136832,D.G. SONS RETAIL PRIVATE LIMITED,Active,10000000.00,100000.00,Private
U72900KA2020PTC131886,VSSN ANALYTICS PRIVATE LIMITED,Active,100000.00,100000.00,Private
U74900TN2008PTC070127,OPTILASE TECHNIKS (I) PRIVATE LIMITED,Active,5000000.00,3200000.00,Private
U15112KA1990PTC010825,HIMA MIN PRIVATE LIMITED,Strike Off,500000.00,1000.00,Private
U70101MH1988PTC049808,SINCLAIR PROPERTIES PRIVATE LIMITED,Strike Off,50000.00,0.00,Private
U51221DL2021PTC383246,MAHARAS HARVEST PRIVATE LIMITED,Active,1500000,1500000,Private
U45201PN2005PTC020484,HARSHVARDHAN PROPERTIES PRIVATE LIMITED,Active,100000.00,100000.00,Private
U74990DL2016PTC298147,VSUN AUTOMOTIVE MARKETING PRIVATE LIMITED,Active,100000,100000,Private
U45303DL1987PTC028814,INTER EXHIBITION DESIGN AND CONSTRUCTION SERVICES (INDIA) PRIVATE LTD,Strike Off,500000,5000,Private
U01111MH2008PTC182477,SRI MAHAPATI AGRO PRIVATE LIMITED,Strike Off,1000000.00,100000.00,Private
U72300DL2007PTC169457,SY INFOCOM PRIVATE LIMITED,Strike Off,500000,100000,Private
U46302PN2025PTC241048,MPL MILK AND PURITY PRIVATE LIMITED,Active,500000.00,100000.00,Private
U74900TN2016PTC103759,SUCCIDO HR SOLUTIONS PRIVATE LIMITED,Active,100000.00,100000.00,Private
U51909MH2022PTC393649,SHREEANANTA GRAINS AND COMMODITIES PRIVATE LIMITED,Active,50000.00,50000.00,Private
U51311DL1997PTC090223,TINA OVERSEAS PRIVATE LIMITED.,Strike Off,500000,100000,Private
U47413KA2023PTC173428,MIGZARA SOLUTIONS PRIVATE LIMITED,Active,1000000.00,100000.00,Private
